625,ピンクのロリータ服,5000,;
626,黒のゴシック服,5000,;
627,浴衣,5000,;
628,和服,10000,;
629,振袖,15000,;
630,コンビニの制服,5000,;
631,ウェイトレスの制服,5000,;
632,チャイナドレス,5000,;
633,メイド服,5000,;
634,バニースーツ,5000,;
635,ナース服,5000,;
636,婦警の制服,5000,;
637,イブニングドレス,5000,;
638,テニスウェア,5000,;
639,チアガールの服,5000,;
640,巫女装束,5000,;
641,ジャージ,1000,;
643,パジャマ,1000,;
644,ネグリジェ,1000,;
645,バスローブ,1000,;
646,ウェディングドレス,1000,;00,;
647,白ゴシックの服,1000,;
648,袈裟,1000,;
649,修道女の服,1000,;
	;720〜819上下一体型下着
720,ベビードール,1000,;
721,レオタード,2000,;
722,ボンデージスーツ,5000,;
723,全身タイツ,3000,;
724,肌襦袢,1000,;
725,スクール水着,1000,;
726,ワンピース水着,1000,;
727,ビキニ水着,3000,;
728,マイクロビキニ,3000,;
729,白い水着,3000,;
730,女王用ボンデージ,15000,;
731,奴隷用ボンデージ,15000,;
732,プレゼントリボン,3000

901,ビデオカメラ,1000
902,デジカメ,1000
903,携帯電話,1000
